drug_id,smiles
D02880,Cl.C=12OC(=CC(C1C(=CC(=C2[C@@H]3[C@@H](CN(CC3)C)O)O)O)=O)C4=C(C=CC=C4)Cl
D04023,[H+].[Cl-].COCCOc1cc2ncnc(Nc3cccc(c3)C#C)c2cc1OCCOC
D04028,[C@@]1(OC([C@]1(CCCCCC)[H])=O)(C[C@H](CCCCCCCCCCC)OC([C@@H](NC(=O)[H])CC(C)C)=O)[H]
D01276,[H+].[H+].[O-]S([O-])(=O)=O.COC(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)CN(Cc1ccc(cc1)-c1ccccn1)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)C(C)(C)C
D03829,O.O.O.O.CCC(CC)[C@H](NC(C)=O)[C@@H]1[C@H](O)[C@H](C[C@H]1NC(N)=N)C(O)=O
D01198,C=1C=C2C(=CC1OCC(CNCC3=CC=C(C(=C3)OC)OC)O)C=CC(N2)=O
D01690,C(=O)(N1CCN(CC1)C=2C=C3C(=CC2)NC(CC3)=O)C4=CC(OC)=C(C=C4)OC
D01712,CC([O-])=O.C12=C(N(C(=O)N(C1=O)C)C)N=CN2.[Na+]
D02229,OC(=O)CC(O)(CC(O)=O)C(O)=O.CCCc1nn(C)c2c1nc([nH]c2=O)-c1cc(ccc1OCC)S(=O)(=O)N1CCN(C)CC1
D00653,[Cl-].CC[NH2+][C@H]1C[C@H](C)S(=O)(=O)c2sc(cc12)S(N)(=O)=O
D01196,[Na+].CC(=O)Nc1nnc(s1)S([NH-])(=O)=O
D01061,C1(=CC=C2C(=C1)C(=C3C(=N2)C=4N(C3)C(C5=C(C4)[C@](C(OC5)=O)(CC)O)=O)CC)OC(=O)N6CCC(CC6)N7CCCCC7.Cl.O.O.O
D01432,S(=O)(=O)(C)O.O.C=1(C(=CC=2C=3C1CC[C@@H](C3C4=C(N2)C=5N(C4)C(C6=C(C5)[C@](C(OC6)=O)(CC)O)=O)N)F)C.O
D01911,[C@H]1(O[C@@H]2[C@H](C)O[C@@H](O[C@H]3[C@H](C[C@@H](O[C@H]3C)O[C@@H]4C5=C(C=6C(C=7C(=CC=CC7C(=O)C6C=C5[C@H]([C@@](O)(CC)C4)C(=O)OC)O)=O)O)N(C)C)C[C@@H]2O)CCC([C@H](C)O1)=O.Cl
D01840,Cl.C1N(CCNCC1)S(C2=CC=CC3=C2C=CN=C3)(=O)=O
D02451,C1(=CC=C(C=C1)C#N)C2N3C(CCC2)=CN=C3.Cl
D01973,Br.CN1CCC[C@@H]1Cc1c[nH]c2ccc(CCS(=O)(=O)c3ccccc3)cc12
D00459,C1C2=C(C[C@H](N1C([C@@H](N[C@H](C(OCC)=O)CCC=3C=CC=CC3)C)=O)C(O)=O)C=CC=C2.Cl
D00620,C1C=2C(N(C([C@](C1)(N[C@H](C(=O)OCC)CCC3=CC=CC=C3)[H])=O)CC(O)=O)=CC=CC2.Cl
D00621,OC(=O)\C=C/C(O)=O.CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CCC[C@H]1C(O)=O
D00622,[Na+].[H][C@]1(C[C@H](N(C1)C(=O)CP(=O)(CCCCc1ccccc1)OC(OC(=O)CC)C(C)C)C([O-])=O)C1CCCCC1
D00623,C12=C(C[C@@H](C(O)=O)N(C1)C([C@@H](N[C@@H](CCC=3C=CC=CC3)C(OCC)=O)C)=O)C=C(OC)C(=C2)OC.Cl
D00624,CC(C)(C)N.CCC[C@H](N[C@@H](C)C(=O)N1[C@H]2CCCC[C@H]2C[C@H]1C(O)=O)C(=O)OCC
D01069,C1CC[C@@H](C(N2N1CCC[C@H]2C(=O)O)=O)N[C@H](C(OCC)=O)CCC3=CC=CC=C3.O
D01119,S1C=CC=C1[C@H]2SC[C@H](N[C@@H](CCC3=CC=CC=C3)C(=O)OCC)C(N(C2)CC(=O)O)=O.Cl
D01549,Cl.C1=CC=CC(=C1)CC[C@H](N[C@H](C(N2C(N(C[C@H]2C(O)=O)C)=O)=O)C)C(=O)OCC
D01667,Cl.N(C([C@@H](N[C@H](C(=O)OCC)CCC1=CC=CC=C1)C)=O)(CC(=O)O)C2CC3=C(C=CC=C3)C2
D01900,C([C@@H](CSC(C)=O)C)(=O)N1[C@H](C(N[C@@H](CC2=CC=CC=C2)C(O)=O)=O)CCC1
D03767,[Ca++].C[C@H](CSC(=O)c1ccccc1)C(=O)N1C[C@H](C[C@H]1C([O-])=O)Sc1ccccc1.C[C@H](CSC(=O)c1ccccc1)C(=O)N1C[C@H](C[C@H]1C([O-])=O)Sc1ccccc1
D03773,C1C2=C(C[C@H](N1C([C@@H](N[C@H](C(O)=O)CCC=3C=CC=CC3)C)=O)C(O)=O)C=CC=C2
D03775,C([C@@H](N[C@@H](CCC1=CC=CC=C1)C(O)=O)C)(=O)N2CC3(C[C@H]2C(=O)O)SCCS3
D03776,N[C@@H](CCCNC(N)=N)C(O)=O.C[C@H](CS)C(=O)N1C[C@H](C[C@H]1C(O)=O)Sc1ccccc1
D02194,[Na+].CC1(C)C[C@@H]1C(=O)N\C(C(O)=O)=C/CCCCSC[C@H](N)C([O-])=O
D01918,[Na+].C=1(S(NC=2C=CC=CC2C(=O)NCC([O-])=O)(=O)=O)C=CC(OC(C(C)(C)C)=O)=CC1.O.O.O.O
D01981,[H][C@]1(CCN1C(=O)[C@H](NCC(=O)OCC)C1CCCCC1)C(=O)NCc1ccc(cc1)C(N)=NO
D01844,[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].CO[C@H]1O[C@H](COS([O-])(=O)=O)[C@@H](O[C@@H]2O[C@H]([C@@H](O[C@H]3O[C@H](COS([O-])(=O)=O)[C@@H](O[C@@H]4O[C@@H]([C@@H](O[C@H]5O[C@H](COS([O-])(=O)=O)[C@@H](O)[C@H](O)[C@H]5NS([O-])(=O)=O)[C@H](O)[C@H]4O)C(O)=O)[C@H](OS([O-])(=O)=O)[C@H]3NS([O-])(=O)=O)[C@H](O)[C@H]2OS([O-])(=O)=O)C(O)=O)[C@H](O)[C@H]1NS([O-])(=O)=O
D01688,C\C(\C=C1/SC(=S)N(CC(O)=O)C1=O)=C/c1ccccc1
D01715,C1(NC(SC1C2=CC=C(C(OCC)=C2)OCCCCC)=O)=O
D03720,C1(C=C(C2=C(N1C)C=CC(=C2)[C@](C=3C=CC(=CC3)Cl)(C4=CN=CN4C)N)C=5C=C(C=CC5)Cl)=O
D03882,CC1=C(C)C(=O)C(CCCCC#CCCCC#CCO)=C(C)C1=O
D01364,[NH3+]CCO.Cc1cc(C2CCCCC2)n([O-])c(=O)c1
D00885,O[N+]([O-])=O.Clc1ccc(CO\N=C(/Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1
D00889,[Na+].COCc1c(nc(C(C)C)c(\C=C\[C@@H](O)C[C@@H](O)CC([O-])=O)c1-c1ccc(F)cc1)C(C)C
D00893,[Na+].[H][C@]12[C@H](C[C@H](O)C=C1C=C[C@H](C)[C@@H]2CC[C@@H](O)C[C@@H](O)CC([O-])=O)OC(=O)[C@@H](C)CC
D01915,[Ca++].CC(C)c1nc(nc(-c2ccc(F)cc2)c1\C=C\[C@@H](O)C[C@@H](O)CC([O-])=O)N(C)S(C)(=O)=O.CC(C)c1nc(nc(-c2ccc(F)cc2)c1\C=C\[C@@H](O)C[C@@H](O)CC([O-])=O)N(C)S(C)(=O)=O
D02258,O.O.O.[Ca++].CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC([O-])=O.CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC([O-])=O
D00505,OS(O)(=O)=O.NNCCc1ccccc1
D00785,[Cl-].[H][N+](C)(CC#C)[C@H](C)Cc1ccccc1
D00826,C1(C2=CC=CC=C2)[C@H](N)C1.S(=O)(=O)(O)O.C1(C2=CC=CC=C2)[C@H](N)C1
D01097,C1=C(C=CC(C(NCCN)=O)=N1)Cl.Cl
D01888,C=12OCOC2=CC=C(C1)CCC(NN)C.Cl
D00994,[Cl-].CC[N+](C)(C)c1cccc(O)c1
D00995,[Br-].CN(C)C(=O)Oc1cccc(c1)[N+](C)(C)C
D00998,COS([O-])(=O)=O.CN(C)C(=O)Oc1cccc(c1)[N+](C)(C)C
D03350,C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1.Cl.Cl
D04025,FC(F)(F)c1ccc(/C=C/c2nc(COc3ccc(CCCCn4ccnn4)cc3)co2)cc1
D02655,CCOC(=O)c1cnc2c(cnn2CC)c1NN=C(C)C.Cl
D02731,CCCc1nc(C)c2c(=O)nc(-c3cc(S(=O)(=O)N4CCN(CC)CC4)ccc3OCC)[nH]n12.Cl.Cl
D03845,CC(C)CN[C@H]1CCS(=O)(=O)c2sc(S(N)(=O)=O)cc21.Cl
D02168,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(CN(C)C)c(O)ccc3nc2-1.Cl
D03784,Cl.Clc1cccc(C(c2ccc3[nH]cnc3c2)n2ccnc2)c1
D00416,Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1
D03440,NCCCC[C@H](OP(=O)(O)CCCCc1ccccc1)C(=O)N1CCC[C@H]1C(=O)O
D03758,NCCCC[C@H](N[C@H]1CCc2ccccc2N(CC(=O)O)C1=O)C(=O)O
D03763,C[C@H](CSC(=O)C(C)(C)C)C(=O)N(CC(=O)O)C1CCCC1
D03765,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CC2(C[C@H]1C(=O)O)SCCS2.Cl
D00285,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC.Cc1cc(NS(=O)(=O)c2ccc(N)cc2)no1
D02487,CC(C)NC(=N)NC(=N)Nc1ccc(Cl)cc1.Cl
D03788,CC(C)(C)C(=O)Oc1ccc(S(=O)(=O)Nc2ccccc2C(=O)NCC(=O)O)cc1
D03722,CN[C@H](Cc1ccccc1)C(=O)N1CCC[C@H]1C(=O)N[C@H](C=O)CCCN=C(N)N.O=S(=O)(O)O
D03728,N=C(N)N1CCC[C@@H](CNC(=O)C[C@H](NS(=O)(=O)c2ccc3ccccc3c2)C(=O)N(CC(=O)O)C2CC2)C1.O
D04029,CN(C)Cc1nccn1-c1ccc(NC(=O)c2cc(C(F)(F)F)nn2-c2ccc3onc(N)c3c2)c(F)c1.Cl
D01842,NC(=O)[C@@H]1C[C@]2(NC(=O)NC2=O)c2cc(F)ccc2O1
D02328,O=C(O)Cc1nn(Cc2nc3cc(C(F)(F)F)ccc3s2)c(=O)c2ccccc12
D02835,O=C([O-])CN1C(=O)c2cccc3cccc(c23)C1=O.[Na+]
D03805,O=C1CC2(C(=O)N1)C(=O)N(Cc1ccc(Br)cc1F)C(=O)c1ccc(F)cc12
D03806,O=C(O)Cc1nn(Cc2ccc(Br)cc2F)c(=O)c2ccccc12
D03807,O=C(O)Cn1c(=O)n(Cc2ccc(Br)cc2F)c(=O)c2ccc(Cl)cc21
D03433,CCCC(=O)O[C@H]1CN2CC[C@H](O)[C@@H]2[C@@H](O)[C@@H]1O.Cl
D00887,CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)[O-].CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)[O-].[Ca+2]
D00892,CC(C)n1c(/C=C/[C@H](O)C[C@H](O)CC(=O)[O-])c(-c2ccc(F)cc2)c2ccccc21.[Na+]
D03601,CC1CC(OC(=O)[C@@H]2CCC(=O)N2)CC(C)(C)C1
D03816,CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)[O-])[C@H]21.CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)[O-])[C@H]21.[Ca+2]
D02562,C#CCN[C@@H]1CCc2ccccc21.CS(=O)(=O)O
D02563,COC[C@H]1CN(c2ccc(OCC[C@@H](O)C(F)(F)F)cc2)C(=O)O1
D02564,C#CCN(C)Cc1ccccc1.Cl
D02581,COCC1CN(c2ccc(OCc3cccc(C#N)c3)cc2)C(=O)O1
D03733,Cl.NC/C(=C/F)CCc1ccc(F)cc1
D01001,CC[N+](CC)(CCNC(=O)C(=O)NCC[N+](CC)(CC)Cc1ccccc1Cl)Cc1ccccc1Cl.[Cl-].[Cl-]
D01228,CN(CCCCCCN(C)C(=O)Oc1ccc[n+](C)c1)C(=O)Oc1ccc[n+](C)c1.[Br-].[Br-]
D02068,Cl.Nc1c2c(nc3ccccc13)CCCC2
D02418,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C.O=C(O)c1ccccc1O
D02729,COc1ccc(C(=O)NCc2ccc(OCCN(C)C)cc2)cc1OC.Cl
D03751,O=C(O)/C=C\C(=O)O.O=C1Cc2cc3c(CCC4CCN(Cc5ccccc5)CC4)noc3cc2N1
D03823,CN1CC[C@@]2(C)c3cc(OC(=O)N4CCc5ccccc5C4)ccc3N(C)[C@@H]12
D03826,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C.CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C.O=S(=O)(O)O
D00829,Cl.NCCCC(N)(C(=O)O)C(F)F.O
D00103,O=C(O)[C@H](O)[C@@H](O)C(=O)O
D00158,Cc1ccc(C(=O)c2ccc(CC(=O)[O-])n2C)cc1.O.O.[Na+]
D00169,Cc1ccc(Cl)c(Nc2ccccc2C(=O)[O-])c1Cl.O.[Na+]
D00566,O=C([O-])c1ccccc1O.[Na+]
D00813,NC(CO)(CO)CO.O=C(c1ccccc1)c1ccc2n1CCC2C(=O)O
D00827,O.O.O.O.O=C([O-])c1ccccc1O.O=C([O-])c1ccccc1O.[Mg+2]
D00903,O=C([O-])Cc1ccccc1Nc1c(Cl)cccc1Cl.[K+]
D00904,O=C([O-])Cc1ccccc1Nc1c(Cl)cccc1Cl.[Na+]
D00970,COc1ccc2cc([C@H](C)C(=O)[O-])ccc2c1.[Na+]
D01122,CC(C)Cc1ccc(C(C)C(=O)OCc2ccccn2)cc1
D01325,CC(C(=O)O)c1ccc(C(=O)c2ccccc2)s1
D01397,CCOC(=O)OC(C)OC1=C(C(=O)Nc2ccccn2)N(C)S(=O)(=O)c2ccccc21
D01475,CC(=O)OC(C)OC(=O)C(C)c1ccc(-c2ccccc2)c(F)c1
D01565,COc1ccc2c(c1)c(CC(=O)OC/C=C(\C)CC/C=C(\C)CCC=C(C)C)c(C)n2C(=O)c1ccc(Cl)cc1
D01578,CC(C(=O)O)c1ccc2c(c1)Cc1cccnc1O2
D01718,COc1ccc(-c2noc(CC(=O)O)c2-c2ccc(OC)cc2)cc1
D01974,Cc1nc(C2CCCCC2)c(-c2ccc(S(N)(=O)=O)c(F)c2)o1
D02110,COc1ccc2c(c1)c(CC(=O)[O-])c(C)n2C(=O)c1ccc(Cl)cc1.O.O.O.[Na+]
D02290,CC(C(=O)[O-])c1ccc(-c2ccccc2)c(F)c1.O.O.[Na+]
D02350,CC(C(=O)O)c1cccc(Oc2ccccc2)c1
D02355,Cc1ccc(C(=O)c2ccc(CC(=O)O)n2C)cc1
D03716,CCC(=O)NS(=O)(=O)c1ccc(-c2c(-c3ccccc3)noc2C)cc1
D03717,CCC(=O)[N-]S(=O)(=O)c1ccc(-c2c(-c3ccccc3)noc2C)cc1.[Na+]
D03743,CSC[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)N1CCOCC1)C(=O)N[C@@H](CC1CCCCC1)[C@@H](O)C(=O)OC(C)C
D03745,CC(C)C[C@H](O)[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@H](Cc1cscn1)NC(=O)[C@H](Cc1ccccc1)CS(=O)(=O)N1CCN(C)CC1.Cl
D03012,CC(C)c1cc(C(C)C)c(CC(=O)NS(=O)(=O)Oc2c(C(C)C)cccc2C(C)C)c(C(C)C)c1
D03734,CCCCCCN(Cc1ccc(CC(C)(C)C)cc1)C(Nc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1)=C1C(=O)OC(C)(C)OC1=O
D03735,CCCCCCCN(CCCCCSc1nc(-c2ccccc2)c(-c2ccccc2)[nH]1)C(=O)Nc1ccc(F)cc1F
D02267,O.O.O.O.O.O.O=C([O-])P(=O)([O-])[O-].[Na+].[Na+].[Na+]
D01747,CC(=O)[C@]1(O)Cc2c(O)c3c(c(O)c2[C@@H](O[C@H]2C[C@H](N)[C@H](O)[C@H](C)O2)C1)C(=O)c1ccccc1C3=O.Cl
D02166,Cl.Cl.O=C1c2c(O)ccc(O)c2C(=O)c2c(NCCNCCO)ccc(NCCNCCO)c21
D02333,CO[C@@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(NC(=O)c4c[nH]c(C(=O)Nc5c(O)c6ccc(O[C@@H]7OC(C)(C)[C@H](OC)[C@@H](OC(=O)c8ccc(C)[nH]8)[C@H]7O)c(C)c6oc5=O)c4C)c(=O)oc3c2C)OC1(C)C
D03828,Nc1nc2[nH]cc(CCc3ccc(C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])cc3)c2c(=O)[nH]1.[Na+].[Na+]
D00195,COc1ccc2c3c1O[C@H]1[C@@H](O)C=C[C@H]4[C@@H](C2)N(C)CC[C@]314.O
D00611,CNC1(C)C2CCC(C2)C1(C)C.Cl
D02204,C[N+](C)(C)CCCCCC[N+](C)(C)C.[Br-].[Br-]
D02207,COc1cc2c3cc1Oc1cc(ccc1O)C[C@@H]1c4c(cc(OC)c(O)c4Oc4ccc(cc4)C[C@@H]3N(C)CC2)CC[N+]1(C)C.Cl.O.O.O.O.O.[Cl-]
D05453,Cl.c1ccc(C2(N3CCCCC3)CCCCC2)cc1
D00711,CNC1(c2ccccc2Cl)CCCCC1=O.Cl
D03878,C[C@]12N[C@H](Cc3ccccc31)c1ccccc12.O=C(O)/C=C\C(=O)O
D00633,Cl.NCCc1ccc(O)c(O)c1
D00678,Cc1nccn1CC1CCc2c(c3ccccc3n2C)C1=O.Cl.O.O
D02461,CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)O.CCN(CC)CCOC(=O)c1ccc(N)cc1.O
D00642,C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12.O=C(O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO
D02272,C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12.C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12.O.O.O=S(=O)(O)O
D00616,COc1ccc([C@@H]2Sc3ccccc3N(CCN(C)C)C(=O)[C@@H]2OC(C)=O)cc1.Cl
D00638,CC(=O)O.O=C(NCC1CCCCN1)c1cc(OCC(F)(F)F)ccc1OCC(F)(F)F
D00619,COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC.Cl
D02261,C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12.Cl.O.O
D02262,C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12.C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12.O.O.O=S(=O)(O)O
D00617,COC(=O)C1=C(C)NC(C)=C(C(=O)OCCN(C)Cc2ccccc2)C1c1cccc([N+](=O)[O-])c1.Cl
D00640,CCCNCC(O)COc1ccccc1C(=O)CCc1ccccc1.Cl
D00636,CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1.Cl
D02092,COc1cc(N)c(Cl)cc1C(=O)NC1CCN(CCCOc2ccc(F)cc2)CC1OC.O
D02485,CCCCN(CCCC)CCC(O)c1cc2c(Cl)cc(Cl)cc2c2cc(C(F)(F)F)ccc12.Cl
D00326,CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1
D00798,CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2.Cl
D01799,O=C(NN1CCCC1)NS(=O)(=O)c1ccc(Cl)cc1
D01575,Cc1cc(N)c2ccccc2[n+]1CCCCCCCCCC[n+]1c(C)cc(N)c2ccccc21.[Cl-].[Cl-]
D00799,CN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1.Cl.Cl
D00809,CN(C)CCC=C1c2ccccc2CCc2ccccc21.Cl
D00480,CC(CN1c2ccccc2Sc2ccccc21)N(C)C.Cl
D00791,Cl.Cl.OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1
D00812,CNCCCN1c2ccccc2CCc2ccccc21.Cl
D00816,CNCCC=C1c2ccccc2CCc2ccccc21.Cl
D01242,CC(CN1c2ccccc2Sc2ccccc21)N(C)C.Cn1c(=O)c2[nH]c(Cl)nc2n(C)c1=O
D03450,O=C(O)CC(O)(CC(=O)O)C(=O)O.O=C(OCCN1CCCCCC1)C(c1ccsc1)C1CCCCC1
D00831,Cl.O[C@@H](c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12)[C@H]1CCCCN1
D03037,CN1CCN(CCCCN2C(=O)CN(/N=C/c3ccc(-c4ccc(Cl)cc4)o3)C2=O)CC1.Cl.Cl
D00649,Cl.N=C(N)NC(=O)c1nc(Cl)c(N)nc1N.O.O
D00740,CCN(CC)CCOC(=O)c1ccc(N)cc1.Cl
D01350,CN[C@@H]1[C@H](O[C@H]2[C@H](O[C@@H]3[C@@H](N=C(N)N)[C@H](O)[C@@H](N=C(N)N)[C@H](O)[C@H]3O)O[C@@H](C)[C@]2(O)C=O)O[C@@H](CO)[C@H](O)[C@H]1O.CN[C@@H]1[C@H](O[C@H]2[C@H](O[C@@H]3[C@@H](N=C(N)N)[C@H](O)[C@@H](N=C(N)N)[C@H](O)[C@H]3O)O[C@@H](C)[C@]2(O)C=O)O[C@@H](CO)[C@H](O)[C@H]1O.O=S(=O)(O)O.O=S(=O)(O)O.O=S(=O)(O)O
D00477,CCN(CC)CCNC(=O)c1ccc(N)cc1.Cl
D00639,Cc1cccc(C)c1OCC(C)N.Cl
D00732,CCN(CC)CCOC(=O)c1ccc(N)cc1Cl.Cl
D00735,CCCCOc1ccc(C(=O)CCN2CCCCC2)cc1.Cl
D00738,Cc1cccc(C)c1NC(=O)C1CCCCN1C.Cl
D00739,CCCCOc1ccc(OCCCN2CCOCC2)cc1.Cl
D00741,CCCCNc1ccc(C(=O)OCCN(C)C)cc1.Cl
D01243,CCCNC(C)C(=O)Nc1ccccc1C.Cl
D01287,CCCCN1CCCC[C@H]1C(=O)Nc1c(C)cccc1C.Cl
D02086,CCN(CC)CC(=O)Nc1c(C)cccc1C.Cl
D02087,CCOC(=O)Nc1ccc2c(c1)N(C(=O)CCN1CCOCC1)c1ccccc1S2.Cl
D02088,Cc1cccc(C)c1NC(=O)C(C)N.Cl
D02098,CCCOc1ccc(C(=O)OCCN(CC)CC)cc1N.Cl
D03991,COc1ccc(C(=O)Nc2ccccc2CCC2CCCCN2C)cc1.Cl
D01768,CCCCOc1cc(C(=O)OCCN(CC)CC)ccc1N.Cl
D00607,N=C(N)NCC1COC2(CCCCC2)O1.N=C(N)NCC1COC2(CCCCC2)O1.O=S(=O)(O)O
D00615,CCOC(=O)C1=C(COCCN)NC(C)=C(C(=O)OC)C1c1ccccc1Cl.O=S(=O)(O)c1ccccc1
D02914,CCOC(=O)C1=C(COCCN)NC(C)=C(C(=O)OC)C1c1ccccc1Cl.O=C(O)/C=C\C(=O)O
D05024,COCC(=O)O[C@]1(CCN(C)CCCc2nc3ccccc3[nH]2)CCc2cc(F)ccc2[C@@H]1C(C)C.Cl.Cl
D01969,COc1ccc(CCN(C)CCCC(C#N)(c2cc(OC)c(OC)c(OC)c2)C(C)C)cc1OC.Cl
D02630,OC1(c2ccc(Cl)c(C(F)(F)F)c2)CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1
D00631,CC(C)COCC(CN(Cc1ccccc1)c1ccccc1)N1CCCC1.Cl.O
D01269,O=C(O)CCC(=O)O.O=C(O[C@H]1CN2CCC1CC2)N1CCc2ccccc2[C@@H]1c1ccccc1
D01297,CN1CCN(CC(=O)N2c3ccccc3C(=O)Nc3cccnc32)CC1.Cl.Cl
D03654,NC(=O)C(c1ccccc1)(c1ccccc1)[C@@H]1CCN(CCc2ccc3c(c2)CCO3)C1
D03210,CCO/N=C(\c1ccc(Br)cc1)C1CCN(C2(C)CCN(C(=O)c3c(C)cc[n+]([O-])c3C)CC2)CC1
D02884,CC(C)(N)CO.Cn1c(=O)c2[nH]cnc2n(C)c1=O
D00509,CS(=O)(=O)O.Cc1ccc(N(CC2=NCCN2)c2cccc(O)c2)cc1
D00604,Cl.Clc1cccc(Cl)c1NC1=NCCN1
D00609,COc1cc2nc(N3CCN(C(=O)c4ccco4)CC3)nc(N)c2cc1OC.Cl
D00996,CNC[C@H](O)c1ccc(O)c(O)c1.Cl
D01020,COc1ccc(OC)c(C(O)C(C)N)c1.Cl
D01022,Cc1cc(C(C)(C)C)c(O)c(C)c1CC1=NCCN1.Cl
D01024,CCOc1ccccc1OCCN[C@H](C)Cc1ccc(OC)c(S(N)(=O)=O)c1.Cl
D01051,O=C(CCCN1CCC2(CC1)C(=O)NCN2c1ccccc1)c1ccc(F)cc1
D01358,CN1CCN2c3ccccc3Cc3ccccc3C2C1.Cl
D02149,CNC[C@H](O)c1ccc(O)c(O)c1.O=C(O)[C@H](O)[C@@H](O)C(=O)O
D01692,COc1cc2nc(N(C)CCCNC(=O)C3CCCO3)nc(N)c2cc1OC.Cl
D00606,Cl.N=C(N)NC(=O)Cc1c(Cl)cccc1Cl
D02076,Brc1c(NC2=NCCN2)ccc2nccnc12.O=C(O)[C@H](O)[C@@H](O)C(=O)O
D00483,CC(C)NCC(O)COc1cccc2ccccc12.Cl
D00598,CC(C)NCC(O)COc1ccc(CCOCC2CC2)cc1.Cl
D00601,COCCc1ccc(OCC(O)CNC(C)C)cc1.COCCc1ccc(OCC(O)CNC(C)C)cc1.O=C(O)[C@H](O)[C@@H](O)C(=O)O
D00632,CC(CCc1ccc(O)cc1)NCCc1ccc(O)c(O)c1.Cl
D00635,COCCc1ccc(OCC(O)CNC(C)C)cc1.COCCc1ccc(OCC(O)CNC(C)C)cc1.O=C(O)CCC(=O)O
D01390,CC(C)NCC(O)c1ccc(O)c(O)c1.Cl
D02066,CC(C)NCC(O)c1ccc(O)c(O)c1.CC(C)NCC(O)c1ccc(O)c(O)c1.O.O.O=S(=O)(O)O
D02150,CC(C)NC[C@H](O)c1ccc(O)c(O)c1.Cl
D02614,COc1ccc(CCNC[C@H](O)c2ccc(O)cc2)cc1OC
D03490,CC(C)NCC(O)COc1ccc(OCCOCC2CC2)cc1.Cl
D03880,CC(CCc1ccc(O)cc1)NCCc1ccc(O)c(O)c1.O=C(O)[C@H](O)[C@@H](O)[C@H](O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O)[C@H](O)CO
